count,wgs_lng,wgs_lat,time
1.0,118.47209009083151,31.650028890444663,2017-12-14-14-54-42
1.0,118.47234096546052,31.65002959007732,2017-12-14-14-54-42
2.0,118.47836230170472,31.650046693883585,2017-12-14-14-54-42
2.0,118.47886410629498,31.65004814343591,2017-12-14-14-54-42
2.0,118.47911500992788,31.650048869443392,2017-12-14-14-54-42
1.0,118.49191192405223,31.650086681765934,2017-12-14-14-54-42
3.0,118.49291564151119,31.650089686260444,2017-12-14-14-54-42
1.0,118.49316657103033,31.650090437661298,2017-12-14-14-54-42
1.0,118.47409709937588,31.650284525365826,2017-12-14-14-54-42
1.0,118.47936589153272,31.65029960301286,2017-12-14-14-54-42
1.0,118.4876461329814,31.650323956258674,2017-12-14-14-54-42
1.0,118.49391933695316,31.65034269907334,2017-12-14-14-54-42
1.0,118.47183917153524,31.650528205547566,2017-12-14-14-54-42
1.0,118.47459884619461,31.650535949980117,2017-12-14-14-54-42
1.0,118.47911496412209,31.650548883027437,2017-12-14-14-54-42
1.0,118.48137313435741,31.650555451778114,2017-12-14-14-54-42
1.0,118.48262769996404,31.650559125856983,2017-12-14-14-54-42
2.0,118.4828786151423,31.650559862606304,2017-12-14-14-54-42
1.0,118.4788640375789,31.65079816391472,2017-12-14-14-54-42
1.0,118.47961675110126,31.650800344336556,2017-12-14-14-54-42
1.0,118.48062038086569,31.65080326241542,2017-12-14-14-54-42
1.0,118.48287859227462,31.65080986949954,2017-12-14-14-54-42
2.0,118.48312950810619,31.650810606863626,2017-12-14-14-54-42
1.0,118.4934174322819,31.6508412096109,2017-12-14-14-54-42
2.0,118.49592672622306,31.65084872625916,2017-12-14-14-54-42
1.0,118.47484968689791,31.65103667427896,2017-12-14-14-54-42
1.0,118.47535146342474,31.651038098186064,2017-12-14-14-54-42
1.0,118.47861311191778,31.651047445687173,2017-12-14-14-54-42
1.0,118.48262765422369,31.651059139711904,2017-12-14-14-54-42
2.0,118.48312948524067,31.651060613825056,2017-12-14-14-54-42
1.0,118.48890069464946,31.651077713442735,2017-12-14-14-54-42
1.0,118.48940254883878,31.651079210279566,2017-12-14-14-54-42
3.0,118.48965347633039,31.65107995912462,2017-12-14-14-54-42
1.0,118.4899044040664,31.651080708236783,2017-12-14-14-54-42
1.0,118.49617763237795,31.65109948477331,2017-12-14-14-54-42
2.0,118.49667948970219,31.65110098765916,2017-12-14-14-54-42
1.0,118.49693041809853,31.651101738961827,2017-12-14-14-54-42
1.0,118.47560233039285,31.651288818662515,2017-12-14-14-54-42
1.0,118.48312946237492,31.651310620854744,2017-12-14-14-54-42
1.0,118.48940252603312,31.651329217307115,2017-12-14-14-54-42
1.0,118.49617760963766,31.65134949179855,2017-12-14-14-54-42
1.0,118.49642853838569,31.651350243283787,2017-12-14-14-54-42
1.0,118.47836216424237,31.651546735456783,2017-12-14-14-54-42
1.0,118.4808712216429,31.651554014880166,2017-12-14-14-54-42
1.0,118.48839879598899,31.651576231954134,2017-12-14-14-54-42
1.0,118.48990435846453,31.651580722359768,2017-12-14-14-54-42
1.0,118.49015528643457,31.651581471725883,2017-12-14-14-54-42
1.0,118.49642851564758,31.65160025037716,2017-12-14-14-54-42
1.0,118.47560228451941,31.651788832931626,2017-12-14-14-54-42
1.0,118.47760944130401,31.65179457464131,2017-12-14-14-54-42
1.0,118.47786034037269,31.65179529643999,2017-12-14-14-54-42
1.0,118.48137301994541,31.651805486929383,2017-12-14-14-54-42
2.0,118.48312941664277,31.651810635118764,2017-12-14-14-54-42
1.0,118.48915155318184,31.65182848300216,2017-12-14-14-54-42
1.0,118.49567570621056,31.65184800288127,2017-12-14-14-54-42
1.0,118.49592663525172,31.65184875449682,2017-12-14-14-54-42
1.0,118.47635493771615,31.652040986315967,2017-12-14-14-54-42
1.0,118.4778603174566,31.652045303676047,2017-12-14-14-54-42
1.0,118.47886392304765,31.65204819941136,2017-12-14-14-54-42
1.0,118.48237664821363,31.652058432119336,2017-12-14-14-54-42
1.0,118.48287847793287,31.65205990498938,2017-12-14-14-54-42
1.0,118.48890060340617,31.65207774196285,2017-12-14-14-54-42
1.0,118.49015524083664,31.652081486121467,2017-12-14-14-54-42
1.0,118.49291545933781,31.65208974219761,2017-12-14-14-54-42
1.0,118.48237662533985,31.652308439421994,2017-12-14-14-54-42
1.0,118.48262753986891,31.65230917554314,2017-12-14-14-54-42
1.0,118.48287845506385,31.652309912291866,2017-12-14-14-54-42
1.0,118.48312937090974,31.65231064965544,2017-12-14-14-54-42
1.0,118.48363120449481,31.652312126176163,2017-12-14-14-54-42
1.0,118.48864965391536,31.652327001297895,2017-12-14-14-54-42
1.0,118.48990429006005,31.65233074405562,2017-12-14-14-54-42
1.0,118.49015521803734,31.652331493421478,2017-12-14-14-54-42
4.0,118.49592658976472,31.652348769024762,2017-12-14-14-54-42
1.0,118.4974321606402,31.65235327702742,2017-12-14-14-54-42
1.0,118.47284248886295,31.652531063406276,2017-12-14-14-54-42
1.0,118.480620220636,31.65255331258371,2017-12-14-14-54-42
1.0,118.48287843219461,31.652559919662462,2017-12-14-14-54-42
1.0,118.48312934804288,31.65256065702595,2017-12-14-14-54-42
1.0,118.487896852947,31.6525747667366,2017-12-14-14-54-42
1.0,118.49090798040024,31.652583750281597,2017-12-14-14-54-42
1.0,118.49115890914476,31.652584500533802,2017-12-14-14-54-42
1.0,118.49241355486032,31.65258825437045,2017-12-14-14-54-42
1.0,118.49291541379225,31.652589756863847,2017-12-14-14-54-42
2.0,118.4959265670209,31.652598776390903,2017-12-14-14-54-42
1.0,118.4715880926995,31.652777572749308,2017-12-14-14-54-42
1.0,118.47284246589993,31.65278107084833,2017-12-14-14-54-42
1.0,118.47660576305917,31.65279172571433,2017-12-14-14-54-42
1.0,118.47685665821136,31.652792443922685,2017-12-14-14-54-42
3.0,118.47735845151072,31.65279388307516,2017-12-14-14-54-42
2.0,118.47760934962899,31.652794603994565,2017-12-14-14-54-42
3.0,118.47786024870702,31.6527953257929,2017-12-14-14-54-42
1.0,118.47861295155447,31.65279749633737,2017-12-14-14-54-42
1.0,118.48036928907189,31.652802589379306,2017-12-14-14-54-42
1.0,118.4813729284118,31.652805516277542,2017-12-14-14-54-42
1.0,118.4821256657385,31.652807718750918,2017-12-14-14-54-42
2.0,118.48237657959162,31.652808454231604,2017-12-14-14-54-42
1.0,118.48789683012552,31.65282477417356,2017-12-14-14-54-42
1.0,118.48814775584906,31.652825521142827,2017-12-14-14-54-42
1.0,118.48864960828712,31.652827016103227,2017-12-14-14-54-42
2.0,118.49040610063423,31.652832257832586,2017-12-14-14-54-42
2.0,118.49592654427686,31.652848783825117,2017-12-14-14-54-42
1.0,118.49617747319118,31.65284953538161,2017-12-14-14-54-42
2.0,118.48137290552785,31.65305552378476,2017-12-14-14-54-42
1.0,118.48588941538507,31.65306881989499,2017-12-14-14-54-42
1.0,118.48789680730383,31.653074781678562,2017-12-14-14-54-42
1.0,118.48839865909109,31.653076275961862,2017-12-14-14-54-42
1.0,118.4904060778367,31.653082265336728,2017-12-14-14-54-42
1.0,118.49266443874411,31.653089020500406,2017-12-14-14-54-42
1.0,118.49592652153258,31.653098791327373,2017-12-14-14-54-42
1.0,118.47108630646758,31.65327619670862,2017-12-14-14-54-42
1.0,118.4718389188491,31.653278285164767,2017-12-14-14-54-42
1.0,118.47459859378534,31.653286029587157,2017-12-14-14-54-42
1.0,118.47735840566719,31.65329389816033,2017-12-14-14-54-42
1.0,118.48137288264367,31.65330553136,2017-12-14-14-54-42
1.0,118.48187470682228,31.65330699900534,2017-12-14-14-54-42
1.0,118.48714400946058,31.653322550543372,2017-12-14-14-54-42
1.0,118.49115884077392,31.653334523045434,2017-12-14-14-54-42
1.0,118.4956755697324,31.65334804728261,2017-12-14-14-54-42
1.0,118.47133715297423,31.653526899328952,2017-12-14-14-54-42
1.0,118.47710748559405,31.65354318577708,2017-12-14-14-54-42
3.0,118.47760928087037,31.65354462672406,2017-12-14-14-54-42
1.0,118.47786017995543,31.653545348522144,2017-12-14-14-54-42
1.0,118.49693019075814,31.653601812278072,2017-12-14-14-54-42
1.0,118.49918853582672,31.653608567440337,2017-12-14-14-54-42
1.0,118.47133712999667,31.653776907043497,2017-12-14-14-54-42
1.0,118.47158800079964,31.653777603199327,2017-12-14-14-54-42
1.0,118.47685656650474,31.653792474365638,2017-12-14-14-54-42
1.0,118.48036919749681,31.653802619817508,2017-12-14-14-54-42
2.0,118.48237648809248,31.65380848466708,2017-12-14-14-54-42
1.0,118.48262740263586,31.653809220787718,2017-12-14-14-54-42
1.0,118.49693016802289,31.653851819983927,2017-12-14-14-54-42
1.0,118.47183884993001,31.654028308307872,2017-12-14-14-54-42
1.0,118.47234059798801,31.654029706423877,2017-12-14-14-54-42
1.0,118.47585296908518,31.65403961493395,2017-12-14-14-54-42
1.0,118.47986735964413,31.654051168547145,2017-12-14-14-54-42
1.0,118.48011826671642,31.65405189769501,2017-12-14-14-54-42
1.0,118.4826273797629,31.654059228566386,2017-12-14-14-54-42
2.0,118.48287829497451,31.654059965314513,2017-12-14-14-54-42
1.0,118.4831292108371,31.65406070267749,2017-12-14-14-54-42
1.0,118.49718107351528,31.65410257894846,2017-12-14-14-54-42
1.0,118.47610383821872,31.654290338168636,2017-12-14-14-54-42
1.0,118.48187461530235,31.65430702998512,2017-12-14-14-54-42
1.0,118.48287827210372,31.654309973160984,2017-12-14-14-54-42
1.0,118.48614022368763,31.654319602186806,2017-12-14-14-54-42
1.0,118.49241339541,31.6543383078462,2017-12-14-14-54-42
2.0,118.49266432486202,31.65433905903685,2017-12-14-14-54-42
1.0,118.49567547874256,31.654348078243547,2017-12-14-14-54-42
1.0,118.49667919412393,31.65435108429783,2017-12-14-14-54-42
1.0,118.49693012255172,31.654351835599385,2017-12-14-14-54-42
1.0,118.497181050782,31.654352586790047,2017-12-14-14-54-42
1.0,118.47108619156732,31.654526235621226,2017-12-14-14-54-42
1.0,118.4776091891891,31.654544657981234,2017-12-14-14-54-42
1.0,118.48287824923271,31.65455998107531,2017-12-14-14-54-42
1.0,118.48312916510007,31.654560718438116,2017-12-14-14-54-42
1.0,118.4831291422312,31.65481072642019,2017-12-14-14-54-42
1.0,118.484634650285,31.65481516279399,2017-12-14-14-54-42
1.0,118.4858892554922,31.65481887433744,2017-12-14-14-54-42
1.0,118.49291520882628,31.654839826228034,2017-12-14-14-54-42
1.0,118.47008268102769,31.65502348382757,2017-12-14-14-54-42
1.0,118.47033354513144,31.65502417395361,2017-12-14-14-54-42
1.0,118.47058441060486,31.655024865309084,2017-12-14-14-54-42
1.0,118.47083527743419,31.655025557882237,2017-12-14-14-54-42
1.0,118.47133701510548,31.655026946634436,2017-12-14-14-54-42
2.0,118.48036908302295,31.65505265939326,2017-12-14-14-54-42
1.0,118.49291518605118,31.655089834274566,2017-12-14-14-54-42
1.0,118.49667912590826,31.655101108230138,2017-12-14-14-54-42
1.0,118.47108612262448,31.655276259782983,2017-12-14-14-54-42
2.0,118.47208960846433,31.65527904672139,2017-12-14-14-54-42
1.0,118.48413276620258,31.655313697931394,2017-12-14-14-54-42
2.0,118.48513644513366,31.655316662091153,2017-12-14-14-54-42
1.0,118.49291516327585,31.655339842388862,2017-12-14-14-54-42
1.0,118.4700826350471,31.655523500139367,2017-12-14-14-54-42
1.0,118.4708352314671,31.655525574193533,2017-12-14-14-54-42
1.0,118.47158783996628,31.655527659100645,2017-12-14-14-54-42
